2018;11;21;2,6;
2018;11;22;3,3;
2018;11;23;5,2;
2018;11;24;6,1;
2018;11;25;6,1;
2018;11;26;5,2;
2018;11;27;2,8;
2018;11;28;1,3;
2018;11;29;2,5;
2018;11;30;-,4;
2018;12;1;2;
2018;12;2;4,2;
2018;12;3;12,6;
2018;12;4;10,3;
2018;12;5;5,3;
2018;12;6;3,4;
2018;12;7;11,8;
2018;12;8;11;
2018;12;9;9,1;
2018;12;10;6,1;
2018;12;11;3,1;
2018;12;12;2,5;
2018;12;13;0;
2018;12;14;-,6;
2018;12;15;-,9;
2018;12;16;-1,2;
2018;12;17;3,4;
2018;12;18;5,4;
2018;12;19;1,4;
2018;12;20;3;
2018;12;21;9,3;
2018;12;22;11,9;
2018;12;23;8,1;
2018;12;24;5,8;
2018;12;25;4;
2018;12;26;3,6;
2018;12;27;7,1;
2018;12;28;6,3;
2018;12;29;5,6;
2018;12;30;6,8;
2018;12;31;6,1;
