2018;08;20;0;
2018;08;21;0;
2018;08;22;0;
2018;08;23;2,1;
2018;08;24;2,2;
2018;08;25;0;
2018;08;26;0;
2018;08;27;0;
2018;08;28;0;
2018;08;29;0;T
2018;08;30;,1;
2018;08;31;7,1;
2018;09;1;6,2;
2018;09;2;4,1;
2018;09;3;,3;
2018;09;4;,1;
2018;09;5;0;
2018;09;6;0;
2018;09;7;,6;
2018;09;8;0;
2018;09;9;0;
2018;09;10;0;
2018;09;11;0;
2018;09;12;0;
2018;09;13;7,1;
2018;09;14;,7;
2018;09;15;0;T
2018;09;16;0;
2018;09;17;0;
2018;09;18;0;
2018;09;19;0;
2018;09;20;0;
2018;09;21;2,7;
2018;09;22;,2;
2018;09;23;13,2;
2018;09;24;,8;
2018;09;25;0;
2018;09;26;0;
2018;09;27;0;
2018;09;28;,1;
2018;09;29;0;
2018;09;30;0;
2018;10;1;3,5;
2018;10;2;0;
2018;10;3;,1;
2018;10;4;0;
2018;10;5;0;
2018;10;6;0;
2018;10;7;0;
2018;10;8;0;
2018;10;9;0;T
2018;10;10;0;
2018;10;11;0;
2018;10;12;0;
2018;10;13;0;
2018;10;14;0;
2018;10;15;0;
2018;10;16;0;
2018;10;17;0;
2018;10;18;0;
2018;10;19;0;
2018;10;20;,1;
2018;10;21;0;
2018;10;22;,2;
2018;10;23;4,6;
2018;10;24;1,4;
2018;10;25;0;
2018;10;26;,3;
2018;10;27;3,5;
2018;10;28;17,6;
2018;10;29;,2;
2018;10;30;0;T
2018;10;31;0;
2018;11;1;0;
2018;11;2;6,1;
2018;11;3;,3;
2018;11;4;0;T
2018;11;5;0;
2018;11;6;0;
2018;11;7;0;
2018;11;8;0;
2018;11;9;0;
2018;11;10;0;
2018;11;11;0;T
2018;11;12;0;
2018;11;13;0;T
2018;11;14;0;T
2018;11;15;0;
2018;11;16;0;
2018;11;17;0;
2018;11;18;,2;
2018;11;19;,2;
2018;11;20;,3;
2018;11;21;,1;
2018;11;22;0;T
2018;11;23;0;
2018;11;24;2,3;
2018;11;25;0;
2018;11;26;0;
2018;11;27;0;
2018;11;28;0;
2018;11;29;0;
2018;11;30;4,1;
2018;12;1;0;
2018;12;2;7,7;
2018;12;3;7;
2018;12;4;,2;
2018;12;5;0;
2018;12;6;,2;
2018;12;7;,2;
2018;12;8;,2;
2018;12;9;1,1;
2018;12;10;,4;
2018;12;11;3,4;
2018;12;12;0;T
2018;12;13;0;
2018;12;14;0;
2018;12;15;,2;
2018;12;16;0;T
2018;12;17;,4;
2018;12;18;2,3;
2018;12;19;,1;
2018;12;20;3,2;
2018;12;21;1,9;
2018;12;22;,3;
2018;12;23;11,8;
2018;12;24;1,2;
2018;12;25;0;
2018;12;26;0;T
2018;12;27;0;
2018;12;28;,2;
2018;12;29;1,5;
2018;12;30;,7;
2018;12;31;0;T
